job_id,title,company,region,posted_date,skills_required,experience_required,salary_estimate
JOB-0992,Software Engineer,Apple,India,2026-01-06,rest api|java|c++|git,5,1110559
JOB-0993,ML Engineer,Google,US,2026-01-24,machine learning|python|deep learning,2,118791
JOB-0994,Data Scientist,Tech Mahindra,Europe,2025-04-21,statistics|machine learning|data visualization|sql|deep learning|scikit-learn|pandas,5,146707
JOB-0995,Full Stack Developer,Amazon,India,2025-05-31,sql|node.js|css|docker|mongodb|html|javascript|git,2,3205676
JOB-0996,Data Scientist,Razorpay,US,2025-04-22,python|machine learning|scikit-learn,7,77470
JOB-0997,Product Manager,Uber,Asia Pacific,2025-06-09,agile|jira|sql,5,76282
JOB-0998,DevOps Engineer,Oracle,India,2025-03-09,docker|aws|ci/cd|kubernetes|python|terraform|git,5,2594848
JOB-0999,DevOps Engineer,Salesforce,Europe,2025-01-27,aws|git|docker|ci/cd,5,99684
JOB-1000,ML Engineer,Wipro,India,2025-12-27,mlops|deep learning|tensorflow|docker|python|aws|machine learning,1,1584131
JOB-1001,Mobile Developer,Tech Mahindra,India,2025-08-05,git|react native|rest api,2,3242194
JOB-1002,Software Engineer,Amazon,Asia Pacific,2026-01-14,rest api|java|c++|sql|linux,0,41924
JOB-1003,Product Manager,Flipkart,US,2025-01-20,jira|agile|data analysis|sql|excel,3,158495
JOB-1004,ML Engineer,Google,India,2025-12-27,tensorflow|pytorch|deep learning|docker|aws|mlops|python|machine learning,2,826884
JOB-1005,Software Engineer,PhonePe,US,2026-03-23,linux|git|agile|rest api|c++|python,5,187935
JOB-1006,Software Engineer,Tech Mahindra,Global,2025-10-19,sql|rest api|java|git|python|c++|linux|agile,5,102802
JOB-1007,ML Engineer,Amazon,US,2025-11-21,aws|machine learning|tensorflow|docker,3,97621
JOB-1008,ML Engineer,TCS,Asia Pacific,2025-04-19,mlops|aws|pytorch|python|tensorflow|deep learning,7,96227
JOB-1009,ML Engineer,Flipkart,US,2025-03-11,docker|pytorch|tensorflow|mlops|machine learning|aws,1,141835
JOB-1010,ML Engineer,Tech Mahindra,Europe,2026-02-28,pytorch|docker|machine learning|python|aws|mlops|deep learning|tensorflow,5,97445
JOB-1011,Full Stack Developer,Zomato,Global,2026-03-20,react|mongodb|git|sql|node.js|javascript|css,2,74686
JOB-1012,QA Engineer,Adobe,Europe,2025-02-07,git|agile|javascript|postman|python,5,129062
JOB-1013,Mobile Developer,Amazon,India,2025-04-30,flutter|firebase|swift,5,1437529
JOB-1014,DevOps Engineer,Netflix,India,2025-12-23,aws|ci/cd|terraform,7,2875877
JOB-1015,Product Manager,Netflix,Asia Pacific,2025-02-05,data analysis|agile|sql,5,59171
JOB-1016,Data Engineer,Zomato,US,2026-02-21,apache spark|sql|hadoop|aws|python|docker|big data,3,178261
JOB-1017,Cybersecurity Analyst,Meta,India,2026-02-21,python|networking|cybersecurity|sql|linux,5,1837087
JOB-1018,Data Scientist,Razorpay,Asia Pacific,2025-09-20,scikit-learn|machine learning|deep learning|python|sql,3,114420
JOB-1019,QA Engineer,Uber,Global,2026-03-05,python|agile|git|sql|javascript,10,107153
JOB-1020,ML Engineer,Uber,Global,2025-04-25,tensorflow|machine learning|aws|pytorch,2,132104
JOB-1021,Data Engineer,TCS,India,2025-04-20,postgresql|sql|docker|big data|python,10,1380975
JOB-1022,Frontend Developer,Google,India,2025-09-03,next.js|css|typescript|tailwind css|javascript,7,2835208
JOB-1023,Cybersecurity Analyst,Wipro,Europe,2025-10-25,sql|python|ethical hacking|networking|cybersecurity,2,125287
JOB-1024,ML Engineer,Salesforce,US,2026-02-02,docker|pytorch|python|deep learning|aws|tensorflow|machine learning,3,170871
JOB-1025,Cybersecurity Analyst,Flipkart,Europe,2025-07-29,networking|ethical hacking|sql,5,97606
JOB-1026,DevOps Engineer,Infosys,Asia Pacific,2025-07-19,aws|linux|terraform|docker|python,5,48888
JOB-1027,Full Stack Developer,Infosys,India,2026-02-15,html|docker|git|css|react|node.js|mongodb|sql,0,1986395
JOB-1028,QA Engineer,Tech Mahindra,India,2025-12-16,javascript|sql|agile|postman,0,3148965
JOB-1029,Full Stack Developer,Oracle,Europe,2025-05-15,sql|git|javascript|docker|html|mongodb|css,3,97046
JOB-1030,Software Engineer,Swiggy,Global,2025-11-12,c++|agile|python|linux|rest api,1,95499
JOB-1031,Data Analyst,Flipkart,Global,2026-01-03,sql|excel|statistics|python|pandas|power bi|tableau,1,89023
JOB-1032,Data Scientist,Zomato,India,2026-01-17,deep learning|sql|machine learning|data visualization|python|pandas,2,2856397
JOB-1033,Frontend Developer,Wipro,US,2025-05-30,tailwind css|html|javascript|react|next.js,2,179588
JOB-1034,Software Engineer,Salesforce,Europe,2026-02-09,git|c++|agile|linux|java|rest api,10,123757
JOB-1035,Frontend Developer,Apple,US,2025-01-23,next.js|git|html|react|css|javascript|tailwind css|typescript,10,85748
JOB-1036,ML Engineer,Google,India,2025-10-28,mlops|pytorch|docker|python,0,3634454
JOB-1037,Product Manager,Infosys,US,2025-11-05,sql|agile|data analysis|excel|jira,1,157340
JOB-1038,Mobile Developer,Apple,US,2025-12-24,swift|rest api|kotlin|flutter,10,177089
JOB-1039,Product Manager,Razorpay,US,2026-01-01,data analysis|jira|excel|agile,0,70868
JOB-1040,Mobile Developer,Swiggy,India,2025-03-23,firebase|git|rest api,3,3586977
JOB-1041,Product Manager,Oracle,India,2026-03-04,excel|jira|agile|sql|data analysis,3,3709723
JOB-1042,Cybersecurity Analyst,Microsoft,Global,2025-02-26,sql|linux|ethical hacking|cybersecurity,2,123802
JOB-1043,ML Engineer,Flipkart,US,2025-09-12,machine learning|python|docker,3,130635
JOB-1044,Data Scientist,Apple,India,2025-03-27,statistics|deep learning|scikit-learn|data visualization,3,2360177
JOB-1045,Data Scientist,Apple,Asia Pacific,2026-03-02,sql|pandas|deep learning|python|scikit-learn|statistics,0,96531
JOB-1046,QA Engineer,Razorpay,US,2026-03-22,agile|sql|git|python|javascript,3,71379
JOB-1047,Mobile Developer,PhonePe,US,2025-01-11,firebase|rest api|react native|javascript,0,116365
JOB-1048,AI Engineer,Netflix,US,2025-10-24,python|computer vision|nlp|huggingface|tensorflow,2,193971
JOB-1049,Cloud Architect,Swiggy,US,2025-06-17,terraform|docker|linux|gcp|kubernetes|aws|azure|networking,0,133865
JOB-1050,AI Engineer,Flipkart,India,2025-01-09,generative ai|computer vision|python|nlp|deep learning|tensorflow,7,2741572
JOB-1051,Frontend Developer,Adobe,India,2025-06-16,react|next.js|html|css,10,1651674
JOB-1052,Software Engineer,Apple,Europe,2026-02-26,linux|agile|c++|java,10,88575
JOB-1053,Backend Developer,Amazon,US,2025-10-02,rest api|node.js|redis|postgresql|sql|python|docker|git,7,100482
JOB-1054,Data Scientist,PhonePe,India,2025-02-14,python|pandas|data visualization|machine learning,5,1212529
JOB-1055,Cloud Architect,Uber,Europe,2026-03-26,networking|aws|docker|gcp|kubernetes|azure,3,117612
JOB-1056,Backend Developer,Apple,India,2026-01-27,postgresql|python|git|sql|redis|rest api,10,1708731
JOB-1057,ML Engineer,Microsoft,India,2025-03-14,docker|pytorch|machine learning|mlops,0,2588813
JOB-1058,Cybersecurity Analyst,Google,Europe,2025-04-03,networking|python|cybersecurity|sql|ethical hacking,2,54889
JOB-1059,Frontend Developer,Microsoft,Global,2026-02-18,html|tailwind css|git|javascript|typescript,0,107619
JOB-1060,ML Engineer,Salesforce,US,2025-06-24,tensorflow|docker|pytorch|aws|deep learning,7,128798
JOB-1061,Backend Developer,Amazon,Global,2025-06-13,node.js|docker|git|postgresql|rest api,3,81740
JOB-1062,Product Manager,Razorpay,US,2025-01-10,jira|data analysis|agile,2,86101
JOB-1063,AI Engineer,Swiggy,US,2025-01-06,tensorflow|pytorch|deep learning|generative ai|python|huggingface|computer vision,3,146060
JOB-1064,Backend Developer,Wipro,India,2026-01-13,docker|redis|sql|rest api|postgresql|node.js,3,1576446
JOB-1065,Product Manager,Apple,Europe,2025-01-18,sql|excel|jira|agile|data analysis,3,55506
JOB-1066,Cloud Architect,TCS,India,2025-06-21,docker|terraform|gcp,3,2546788
JOB-1067,Data Scientist,Amazon,Europe,2025-07-15,data visualization|scikit-learn|deep learning|statistics|python|machine learning|sql|pandas,10,139012
JOB-1068,DevOps Engineer,HCL,Global,2025-02-10,kubernetes|docker|git|linux,5,52631
JOB-1069,Mobile Developer,Microsoft,India,2025-04-30,javascript|firebase|react native|kotlin|flutter,10,642192
JOB-1070,Data Analyst,Oracle,Global,2025-12-14,python|data analysis|statistics|excel,2,143176
JOB-1071,Data Engineer,Microsoft,India,2025-09-22,sql|apache spark|aws|big data|python|postgresql|docker|hadoop,1,3491838
JOB-1072,Software Engineer,Zomato,Europe,2025-06-01,c++|git|agile|rest api|sql|python,2,71494
JOB-1073,Data Engineer,Meta,India,2025-02-26,aws|python|big data|hadoop|apache spark|sql,5,2775190
JOB-1074,Data Analyst,Amazon,US,2025-12-28,sql|excel|power bi|data analysis|pandas|python,3,88414
JOB-1075,Frontend Developer,Adobe,US,2025-06-21,html|tailwind css|typescript,1,112261
JOB-1076,Product Manager,Swiggy,Asia Pacific,2025-03-27,data analysis|agile|jira|excel|sql,1,43646
JOB-1077,Software Engineer,Uber,India,2025-07-02,c++|git|linux|rest api|agile,3,2964043
JOB-1078,QA Engineer,PhonePe,US,2026-02-02,javascript|sql|postman|python,10,89455
JOB-1079,Frontend Developer,Infosys,India,2025-05-22,javascript|react|html|css|tailwind css|typescript|next.js,3,1432441
JOB-1080,ML Engineer,TCS,India,2025-07-13,mlops|docker|deep learning|machine learning|tensorflow|python,3,727319
JOB-1081,Software Engineer,Wipro,US,2025-05-07,linux|python|sql|rest api|java|agile|c++|git,2,126879
JOB-1082,Data Engineer,Razorpay,India,2025-10-01,docker|apache spark|python|big data|aws,7,2821849
JOB-1083,Data Engineer,Meta,US,2025-11-03,postgresql|hadoop|docker|big data|apache spark|python,1,190179
JOB-1084,Frontend Developer,Uber,India,2025-06-07,next.js|typescript|html,2,2066737
JOB-1085,Data Engineer,Uber,US,2025-09-10,aws|python|docker,5,173976
JOB-1086,Frontend Developer,Razorpay,US,2025-12-25,git|tailwind css|html|typescript,5,115612
JOB-1087,Cybersecurity Analyst,Oracle,India,2026-02-08,cybersecurity|linux|sql|networking|python,2,2993905
JOB-1088,QA Engineer,Adobe,India,2025-12-06,python|git|javascript|sql,1,3608808
JOB-1089,Data Engineer,Salesforce,US,2025-05-14,apache spark|postgresql|aws|python,1,108886
JOB-1090,Product Manager,Apple,India,2025-07-21,jira|agile|excel|sql|data analysis,2,996904
JOB-1091,Frontend Developer,Microsoft,US,2025-09-02,javascript|react|tailwind css|typescript|css|html|git|next.js,10,91173
JOB-1092,ML Engineer,Netflix,India,2025-06-24,pytorch|tensorflow|mlops|machine learning|deep learning|python|docker|aws,7,3593518
JOB-1093,Cybersecurity Analyst,Uber,Asia Pacific,2026-02-12,linux|sql|python,2,118118
JOB-1094,Frontend Developer,Salesforce,India,2025-01-14,css|next.js|typescript|react|javascript,0,1689067
JOB-1095,Data Analyst,Flipkart,Europe,2025-10-29,power bi|data analysis|pandas|sql|tableau,1,107737
JOB-1096,Cloud Architect,Infosys,Global,2025-11-24,azure|terraform|docker|networking,2,150757
JOB-1097,Data Engineer,Uber,Global,2025-09-15,docker|big data|aws|apache spark|hadoop|sql|python,5,105904
JOB-1098,Data Engineer,Wipro,US,2025-03-22,aws|postgresql|hadoop|big data|sql|docker,1,180893
JOB-1099,ML Engineer,Infosys,Europe,2025-01-04,machine learning|docker|aws,3,83043
JOB-1100,Data Scientist,Swiggy,India,2025-11-06,pandas|data visualization|deep learning|machine learning,1,1185009
JOB-1101,QA Engineer,Swiggy,Europe,2025-08-02,agile|python|sql|javascript|postman|git,10,104774
JOB-1102,Backend Developer,TCS,India,2025-12-08,rest api|python|docker|sql|node.js,10,2537326
JOB-1103,AI Engineer,Netflix,US,2025-01-24,pytorch|computer vision|nlp|deep learning|python|huggingface|generative ai|tensorflow,5,119616
JOB-1104,DevOps Engineer,Oracle,India,2025-12-30,git|ci/cd|kubernetes,2,1086160
JOB-1105,Frontend Developer,Uber,US,2025-01-23,tailwind css|next.js|html|react,3,70022
JOB-1106,ML Engineer,Microsoft,India,2025-03-22,aws|pytorch|tensorflow|machine learning|python|mlops|docker,1,636080
JOB-1107,Full Stack Developer,Wipro,India,2025-01-02,docker|javascript|sql,2,1426395
JOB-1108,Data Scientist,HCL,US,2025-02-10,data visualization|statistics|sql|machine learning|scikit-learn|python,0,194422
JOB-1109,Full Stack Developer,Wipro,Global,2025-06-21,html|git|javascript|mongodb|node.js|react|docker,3,138771
JOB-1110,DevOps Engineer,PhonePe,US,2026-03-08,terraform|docker|aws|kubernetes|git|ci/cd,7,145976
JOB-1111,Frontend Developer,Infosys,Asia Pacific,2025-03-24,typescript|react|tailwind css|git|css|javascript|next.js|html,7,92799
JOB-1112,Data Analyst,Microsoft,India,2025-07-17,power bi|sql|data analysis|pandas|python|tableau|excel|statistics,2,3465255
JOB-1113,Data Scientist,Adobe,US,2025-12-30,python|machine learning|deep learning,1,180399
JOB-1114,Data Analyst,Swiggy,US,2026-01-03,statistics|data analysis|sql,5,152516
JOB-1115,DevOps Engineer,Adobe,Europe,2025-10-26,terraform|ci/cd|docker|git|kubernetes,5,106488
JOB-1116,DevOps Engineer,PhonePe,India,2026-03-12,linux|docker|aws,3,2513637
JOB-1117,Frontend Developer,Google,Europe,2025-03-20,git|javascript|react|css,3,115308
JOB-1118,Software Engineer,Salesforce,India,2025-04-18,java|python|agile|linux|c++|rest api,10,3823429
JOB-1119,Cybersecurity Analyst,Adobe,India,2025-04-30,python|sql|networking,3,1359774
JOB-1120,Frontend Developer,Adobe,India,2025-06-08,tailwind css|next.js|git,5,3856129
JOB-1121,Software Engineer,Razorpay,US,2025-11-12,agile|python|sql,2,102099
JOB-1122,Software Engineer,Swiggy,Global,2025-11-22,linux|agile|rest api|java|python|git,7,102669
JOB-1123,Mobile Developer,Tech Mahindra,Europe,2026-03-18,firebase|javascript|rest api|git|swift|flutter|react native,7,135504
JOB-1124,AI Engineer,PhonePe,US,2025-01-26,nlp|deep learning|huggingface|computer vision|tensorflow|generative ai,10,175494
JOB-1125,Product Manager,Flipkart,Europe,2025-09-24,data analysis|agile|excel,7,96326
JOB-1126,Cybersecurity Analyst,TCS,Asia Pacific,2025-08-12,sql|python|cybersecurity|ethical hacking|networking,10,69992
JOB-1127,Cybersecurity Analyst,Swiggy,India,2026-01-31,networking|linux|python|ethical hacking,10,1835383
JOB-1128,Cloud Architect,Microsoft,US,2025-09-02,docker|gcp|azure,0,172735
JOB-1129,AI Engineer,Infosys,India,2025-07-12,nlp|python|generative ai,2,1184087
JOB-1130,ML Engineer,PhonePe,India,2025-10-08,python|pytorch|machine learning|deep learning,5,3039077
JOB-1131,Data Analyst,Meta,Global,2025-04-08,tableau|statistics|excel|sql|power bi|pandas|data analysis|python,5,96458
JOB-1132,Data Analyst,Amazon,US,2026-01-09,sql|tableau|python|excel,0,188903
JOB-1133,ML Engineer,Wipro,India,2025-03-19,deep learning|pytorch|aws|mlops|docker|tensorflow|python|machine learning,3,1360416
JOB-1134,QA Engineer,PhonePe,India,2025-10-26,agile|postman|git|python|javascript,0,2718027
JOB-1135,ML Engineer,Tech Mahindra,India,2025-08-21,docker|machine learning|tensorflow|python|mlops,7,3810923
JOB-1136,Backend Developer,Infosys,US,2026-02-06,docker|python|sql|rest api|node.js|redis|postgresql,3,195688
JOB-1137,Cloud Architect,Google,Global,2025-07-04,docker|linux|terraform|kubernetes|networking,3,51659
JOB-1138,Data Scientist,Wipro,India,2025-06-24,sql|machine learning|data visualization|scikit-learn|pandas|python,1,1467481
JOB-1139,Frontend Developer,TCS,India,2025-02-07,git|html|next.js|javascript|typescript,2,2351772
JOB-1140,Mobile Developer,Infosys,India,2025-01-05,rest api|firebase|git|swift|kotlin|javascript,5,3452001
JOB-1141,Cloud Architect,Infosys,US,2025-10-19,aws|kubernetes|linux|docker|gcp|terraform|azure,2,175783
JOB-1142,Mobile Developer,Infosys,India,2025-04-30,javascript|firebase|react native|flutter|swift|rest api|git|kotlin,7,636972
JOB-1143,AI Engineer,Tech Mahindra,US,2025-11-29,deep learning|computer vision|nlp|huggingface|generative ai|python|tensorflow|pytorch,3,87316
JOB-1144,Data Analyst,Wipro,Global,2025-02-23,data analysis|tableau|power bi|python|excel,7,88397
JOB-1145,Cloud Architect,Adobe,India,2025-11-06,linux|networking|kubernetes|gcp|docker,2,2030264
JOB-1146,ML Engineer,Infosys,Europe,2025-06-20,aws|mlops|pytorch|tensorflow|machine learning|deep learning|python,2,72540
JOB-1147,AI Engineer,Adobe,India,2025-07-31,huggingface|python|pytorch|computer vision|deep learning|generative ai|tensorflow,2,3388501
JOB-1148,Mobile Developer,Uber,India,2025-11-06,swift|react native|javascript,3,1404406
JOB-1149,QA Engineer,Uber,India,2025-03-14,sql|javascript|postman|git|agile,1,2913115
JOB-1150,Cybersecurity Analyst,Wipro,US,2025-01-27,sql|ethical hacking|networking|cybersecurity,3,112082
JOB-1151,Cybersecurity Analyst,TCS,Europe,2025-10-21,ethical hacking|linux|sql|cybersecurity|python|networking,2,57188
JOB-1152,ML Engineer,Salesforce,US,2026-02-25,machine learning|mlops|pytorch|python|aws|deep learning,2,158377
JOB-1153,QA Engineer,HCL,India,2025-11-07,git|python|javascript|sql|postman,3,2225306
JOB-1154,Frontend Developer,Razorpay,India,2026-03-06,tailwind css|git|html|typescript,10,1422457
JOB-1155,Full Stack Developer,Swiggy,Global,2026-01-28,javascript|html|sql|docker|node.js|mongodb|react|git|css,10,142643
JOB-1156,Product Manager,Flipkart,Global,2025-02-15,excel|sql|agile|data analysis,7,125846
JOB-1157,Data Scientist,Uber,Europe,2025-10-20,machine learning|scikit-learn|data visualization|deep learning,5,53549
JOB-1158,ML Engineer,Apple,US,2026-03-17,python|mlops|aws,3,122771
JOB-1159,AI Engineer,Salesforce,Global,2025-07-12,computer vision|tensorflow|pytorch|python|nlp|generative ai|huggingface,5,51845
JOB-1160,DevOps Engineer,PhonePe,Europe,2025-12-13,terraform|kubernetes|docker,7,145259
JOB-1161,Data Scientist,Amazon,India,2025-06-16,statistics|sql|data visualization|scikit-learn,3,1970687
JOB-1162,Cloud Architect,Zomato,US,2025-04-11,gcp|terraform|networking|kubernetes|aws|linux|docker,5,108174
JOB-1163,QA Engineer,Flipkart,US,2025-08-09,agile|sql|git,7,78981
JOB-1164,ML Engineer,Salesforce,Global,2026-02-22,pytorch|mlops|deep learning|docker|tensorflow,2,57867
JOB-1165,AI Engineer,Zomato,US,2025-01-10,huggingface|computer vision|python,2,71711
JOB-1166,Full Stack Developer,HCL,US,2025-08-28,mongodb|react|docker,5,87234
JOB-1167,Cybersecurity Analyst,Infosys,Global,2025-10-08,python|cybersecurity|networking,1,160032
JOB-1168,Data Scientist,Wipro,India,2025-05-26,python|scikit-learn|sql|statistics|deep learning|machine learning,7,3001583
JOB-1169,Backend Developer,Razorpay,India,2025-11-07,sql|redis|rest api|git|node.js|postgresql,2,3649216
JOB-1170,Product Manager,Netflix,India,2025-05-27,jira|excel|agile|data analysis|sql,3,1439665
JOB-1171,Mobile Developer,HCL,Global,2025-06-27,rest api|javascript|react native,10,119407
JOB-1172,AI Engineer,Google,India,2025-10-03,python|tensorflow|huggingface|computer vision,1,751744
JOB-1173,Frontend Developer,Infosys,India,2026-01-24,typescript|tailwind css|git|javascript,5,3384012
JOB-1174,Mobile Developer,Oracle,India,2025-06-14,git|rest api|javascript|swift|kotlin|flutter|react native,0,2787602
JOB-1175,Cybersecurity Analyst,Infosys,India,2025-05-29,cybersecurity|linux|ethical hacking,1,3570063
JOB-1176,Product Manager,Zomato,US,2025-03-26,data analysis|sql|jira,1,86575
JOB-1177,ML Engineer,Infosys,US,2025-02-06,pytorch|mlops|python,5,113381
JOB-1178,QA Engineer,Razorpay,Asia Pacific,2025-06-25,agile|sql|javascript|python,3,109537
JOB-1179,ML Engineer,HCL,Europe,2026-02-13,aws|pytorch|deep learning|tensorflow|python|docker|mlops|machine learning,3,122597
JOB-1180,Data Analyst,Apple,Europe,2025-05-09,tableau|excel|statistics|data analysis|power bi|pandas|sql,2,128229
JOB-1181,Full Stack Developer,Netflix,Global,2025-06-16,css|javascript|docker|html|git|node.js|sql|mongodb|react,5,93201
JOB-1182,Mobile Developer,Amazon,India,2026-02-25,flutter|firebase|swift|kotlin|javascript|rest api|react native|git,2,2876881
JOB-1183,Frontend Developer,HCL,Europe,2025-12-24,tailwind css|git|react,1,60002
JOB-1184,Backend Developer,PhonePe,India,2026-01-08,redis|postgresql|node.js|sql,5,3456064
JOB-1185,Software Engineer,Adobe,US,2025-08-02,python|sql|c++|git|linux|java,3,106126
JOB-1186,Data Analyst,Zomato,US,2025-08-20,power bi|data analysis|python|sql|statistics|excel|tableau,7,152979
JOB-1187,Full Stack Developer,Microsoft,US,2025-07-23,html|css|node.js,3,176924
JOB-1188,Cloud Architect,Netflix,US,2025-01-18,kubernetes|gcp|networking,7,148930
JOB-1189,ML Engineer,TCS,Global,2025-01-18,python|machine learning|mlops|pytorch|aws|docker|tensorflow,0,170370
JOB-1190,Frontend Developer,Google,Asia Pacific,2026-03-22,javascript|css|html|next.js,3,51095
JOB-1191,Software Engineer,HCL,India,2025-12-04,git|sql|linux|java|agile,3,3248323
JOB-1192,Backend Developer,HCL,US,2025-12-26,postgresql|redis|node.js|python|docker|sql|git,2,106807
JOB-1193,Product Manager,Salesforce,US,2025-08-24,agile|jira|excel|data analysis,3,95741
JOB-1194,Data Scientist,Salesforce,India,2025-11-29,data visualization|pandas|statistics|deep learning|scikit-learn|sql,7,1121315
JOB-1195,DevOps Engineer,Amazon,India,2025-11-11,docker|aws|python|terraform|linux|ci/cd|kubernetes,0,3815775
JOB-1196,Backend Developer,Zomato,India,2025-03-28,postgresql|redis|docker|rest api,10,2341218
JOB-1197,Mobile Developer,Flipkart,India,2026-03-22,swift|javascript|react native|git|firebase|flutter,10,2115355
JOB-1198,Backend Developer,Tech Mahindra,US,2026-02-22,docker|postgresql|redis|python|sql|rest api,7,116666
JOB-1199,AI Engineer,Salesforce,US,2025-07-02,computer vision|generative ai|huggingface|pytorch|nlp|python,5,125715
JOB-1200,Cloud Architect,Zomato,Asia Pacific,2026-02-24,gcp|linux|networking|kubernetes|aws|docker,1,75934
JOB-1201,Frontend Developer,Apple,Asia Pacific,2025-04-25,tailwind css|react|html|typescript|next.js,10,103303
JOB-1202,QA Engineer,Apple,India,2025-05-14,agile|javascript|git|postman|python,2,1056082
JOB-1203,QA Engineer,Flipkart,Global,2025-04-17,postman|git|python|javascript|agile,1,149987
JOB-1204,Full Stack Developer,Salesforce,India,2025-09-23,git|docker|node.js|javascript|react|html|sql,0,3324913
JOB-1205,Frontend Developer,Oracle,India,2025-12-07,html|next.js|git|typescript|tailwind css|javascript|css,2,738923
JOB-1206,DevOps Engineer,Adobe,US,2025-06-21,docker|kubernetes|aws|git|python|linux,7,184362
JOB-1207,QA Engineer,HCL,India,2025-02-10,sql|agile|javascript,1,2389087
JOB-1208,Data Scientist,Swiggy,India,2025-02-02,pandas|sql|python|statistics|data visualization|deep learning|scikit-learn,1,3211111
JOB-1209,Cloud Architect,Uber,Europe,2025-12-14,docker|gcp|aws|linux|azure|networking|terraform|kubernetes,1,100021
JOB-1210,Software Engineer,Meta,Global,2026-03-26,git|python|c++|rest api,1,106006
JOB-1211,Mobile Developer,Razorpay,India,2025-07-26,firebase|swift|react native|git|flutter|javascript|kotlin|rest api,3,3819986
JOB-1212,Cloud Architect,Uber,Global,2025-12-27,aws|azure|docker|networking|gcp|linux,3,147779
JOB-1213,Backend Developer,Adobe,Global,2025-07-25,node.js|postgresql|redis|rest api|sql|python,3,107290
JOB-1214,AI Engineer,Salesforce,Europe,2025-12-02,pytorch|generative ai|tensorflow|huggingface|nlp,7,128860
JOB-1215,Data Analyst,Netflix,Europe,2026-01-11,python|data analysis|pandas|sql|excel|power bi,3,130253
JOB-1216,Data Analyst,Google,Global,2025-03-19,pandas|power bi|statistics|tableau|excel|python|data analysis|sql,3,169813
JOB-1217,Frontend Developer,Microsoft,India,2025-03-31,typescript|html|git|javascript,0,1922061
JOB-1218,Software Engineer,Microsoft,India,2025-01-22,agile|python|java,3,640751
JOB-1219,Backend Developer,Flipkart,Europe,2025-08-30,redis|rest api|node.js|sql|docker|git|python,3,53685
JOB-1220,QA Engineer,Uber,India,2025-04-22,agile|git|sql|postman|python,3,1061833
JOB-1221,AI Engineer,Oracle,India,2025-09-24,computer vision|deep learning|tensorflow|huggingface|nlp|python|pytorch|generative ai,3,3427700
JOB-1222,AI Engineer,Wipro,India,2025-07-30,huggingface|nlp|computer vision|pytorch|generative ai|python|tensorflow|deep learning,1,911294
JOB-1223,Backend Developer,Wipro,India,2025-07-17,python|docker|redis|postgresql|node.js|git,3,3119379
JOB-1224,Backend Developer,Google,Europe,2026-03-06,postgresql|node.js|git|rest api|python|sql|docker,10,116063
JOB-1225,Cybersecurity Analyst,Oracle,India,2026-03-13,sql|networking|python|cybersecurity|linux|ethical hacking,2,3456113
JOB-1226,QA Engineer,Amazon,India,2025-11-02,python|agile|sql|git,7,2655852
JOB-1227,Full Stack Developer,PhonePe,India,2025-04-01,react|docker|sql,3,2591524
JOB-1228,Mobile Developer,Salesforce,Europe,2025-09-19,rest api|swift|react native|git|flutter,1,87850
JOB-1229,Full Stack Developer,Flipkart,Global,2025-07-09,git|react|sql|html|mongodb|node.js|javascript|docker,2,131190
JOB-1230,Product Manager,Google,India,2025-09-06,sql|excel|agile,2,637355
JOB-1231,Product Manager,PhonePe,US,2025-02-13,data analysis|jira|agile|sql|excel,2,128799
JOB-1232,QA Engineer,Swiggy,India,2025-06-21,javascript|postman|agile|python|git,1,3709070
JOB-1233,DevOps Engineer,Salesforce,India,2025-11-03,docker|python|aws|git|kubernetes|ci/cd|terraform|linux,0,2792209
JOB-1234,Frontend Developer,Adobe,US,2025-08-01,css|next.js|javascript|tailwind css,3,153710
JOB-1235,Software Engineer,Infosys,Europe,2025-03-06,c++|python|git|rest api,2,71695
JOB-1236,Data Analyst,Tech Mahindra,Global,2025-07-10,power bi|data analysis|sql|excel|python|pandas|statistics|tableau,3,104306
JOB-1237,QA Engineer,Uber,Europe,2026-01-04,sql|javascript|postman|python,3,112497
JOB-1238,Mobile Developer,Amazon,Europe,2025-07-25,swift|git|rest api|flutter|javascript|kotlin|react native|firebase,3,144897
JOB-1239,Data Scientist,Salesforce,Asia Pacific,2025-06-04,deep learning|python|statistics|sql,10,83290
JOB-1240,Product Manager,HCL,India,2025-11-06,data analysis|jira|excel,2,2465407
JOB-1241,Mobile Developer,Wipro,India,2025-08-03,kotlin|flutter|javascript|react native|swift,1,3362734
JOB-1242,ML Engineer,PhonePe,Global,2025-02-07,mlops|deep learning|tensorflow,0,54901
JOB-1243,Backend Developer,Razorpay,India,2025-05-22,python|git|redis|node.js|docker|postgresql|rest api|sql,2,3227856
JOB-1244,Full Stack Developer,Adobe,Europe,2025-01-01,mongodb|html|git|node.js|react|css|docker,5,74009
JOB-1245,Data Engineer,Oracle,India,2026-02-14,sql|apache spark|python|postgresql|docker,2,2386999
JOB-1246,Data Analyst,TCS,India,2025-05-23,power bi|pandas|statistics|excel|sql|data analysis|tableau,1,901065
JOB-1247,Frontend Developer,TCS,India,2026-03-01,next.js|react|css,2,2104777
JOB-1248,Mobile Developer,Oracle,Europe,2025-10-12,firebase|swift|rest api,2,146059
JOB-1249,Data Analyst,Swiggy,US,2025-08-05,excel|tableau|sql,1,162890
